Aufbereitete Datenbasis,,,,,,,,,
,,,,,,,,,
Stand: 01.06.2026,," Ä 195,614.00 ",,,,,"56,972",,
AGRO-FARM,11.02.26,,20304,AGRO-FARM,51611,universal akryl,12,Mensuri, Ä 0.06 
DURGUTI 3,11.02.26, Ä 92.40 ,20313,DURGUTI 3,35110,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
DURGUTI 3,11.02.26,,20313,DURGUTI 3,35128,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
SHEHU-A,11.02.26, Ä 26.00 ,20317,SHEHU-A,49644,beMAKER Rostlîser,6,Mensuri, Ä 0.20 
SHEHU-A,11.02.26,,20317,SHEHU-A,44001,Fettspray,4,Mensuri, Ä 0.20 
SOPAJ,11.02.26, Ä 46.20 ,20311,SOPAJ,35109,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
ARBENI BIOBLIC,12.02.26, Ä 175.00 ,40003,ARBENI BIOBLIC,20001,BioBlic Universalreiniger,100,0, Ä 0.30 
ARBENI BIOBLIC,12.02.26,,40003,ARBENI BIOBLIC,30275,Blic Blic SanitÑrreiniger,40,0, Ä 0.30 
G FETAHU QERAMIK SH.P.K.,12.02.26, Ä 48.00 ,40033,G FETAHU QERAMIK SH.P.K.,35128,M-ONE Sanitar Silikon,7,0, Ä 0.17 
G FETAHU QERAMIK SH.P.K.,12.02.26,,40033,G FETAHU QERAMIK SH.P.K.,35109,M-ONE Sanitar Silikon,3,0, Ä 0.17 
G FETAHU QERAMIK SH.P.K.,12.02.26,,40033,G FETAHU QERAMIK SH.P.K.,35113,M-ONE Sanitar Silikon,2,0, Ä 0.17 
NDRIQIMI,12.02.26, Ä 184.80 ,10418,NDRIQIMI,35110,M-ONE Sanitar Silikon,24,Qerimi, Ä 0.17 
NDRIQIMI,12.02.26,,10418,NDRIQIMI,35111,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
NDRIQIMI,12.02.26,,10418,NDRIQIMI,35115,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
UNIVERZAL,12.02.26, Ä 92.40 ,10413,UNIVERZAL,35109,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
UNIVERZAL,12.02.26,,10413,UNIVERZAL,35128,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
AGRONI,12.02.26, Ä 30.00 ,10406,AGRONI,56117,M ONE UBS,5,Qerimi, Ä 0.20 
AGRONI,12.02.26,,10406,AGRONI,49644,beMAKER Rostlîser,5,Qerimi, Ä 0.20 
GRANITI,12.02.26, Ä 92.40 ,10410,GRANITI,35110,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
GRANITI,12.02.26,,10410,GRANITI,35113,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
EURO COM,12.02.26, Ä 92.40 ,10430,EURO COM,35113,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
EURO COM,12.02.26,,10430,EURO COM,35109,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
KRRABAJ,13.02.26, Ä 323.40 ,10145,KRRABAJ,35108,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
KRRABAJ,13.02.26,,10145,KRRABAJ,35109,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
KRRABAJ,13.02.26,,10145,KRRABAJ,35113,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
KRRABAJ,13.02.26,,10145,KRRABAJ,35125,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
KRRABAJ,13.02.26,,10145,KRRABAJ,35128,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
KRRABAJ,13.02.26,,10145,KRRABAJ,35121,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
KRRABAJ,13.02.26,,10145,KRRABAJ,35115,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
MARIGONA HILL SH.P.K.,13.02.26," Ä 1,134.00 ",40028,MARIGONA HILL SH.P.K.,35119,M-ONE Sanitar Silikon,72,0, Ä 0.17 
MARIGONA HILL SH.P.K.,13.02.26,,40028,MARIGONA HILL SH.P.K.,35128,M-ONE Sanitar Silikon,36,0, Ä 0.17 
MARIGONA HILL SH.P.K.,13.02.26,,40028,MARIGONA HILL SH.P.K.,35115,M-ONE Sanitar Silikon,36,0, Ä 0.17 
MARIGONA HILL SH.P.K.,13.02.26,,40028,MARIGONA HILL SH.P.K.,35108,M-ONE Sanitar Silikon,36,0, Ä 0.17 
MARIGONA HILL SH.P.K.,13.02.26,,40028,MARIGONA HILL SH.P.K.,35113,M-ONE Sanitar Silikon,36,0, Ä 0.17 
MARIGONA HILL SH.P.K.,13.02.26,,40028,MARIGONA HILL SH.P.K.,35121,M-ONE Sanitar Silikon,36,0, Ä 0.17 
CARRALEVA 1,13.02.26, Ä 107.40 ,10504,CARRALEVA 1,35109,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
CARRALEVA 1,13.02.26,,10504,CARRALEVA 1,35110,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
CARRALEVA 1,13.02.26,,10504,CARRALEVA 1,51611,universal akryl,12,Qerimi, Ä 0.06 
BALLKANI,13.02.26, Ä 231.00 ,10350,BALLKANI,35121,M-ONE Sanitar Silikon,60,Qerimi, Ä 0.17 
CARRALEVA 2,13.02.26, Ä 46.20 ,10508,CARRALEVA 2,35111,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
ARDI LIPJAN,13.02.26, Ä 50.40 ,10529,ARDI LIPJAN,50912,DICHTUNG,7,Qerimi, Ä 0.20 
REAL COLOR 2,13.02.26, Ä 92.40 ,10507,REAL COLOR 2,35121,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
REAL COLOR 2,13.02.26,,10507,REAL COLOR 2,35109,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
ALBANI,14.02.26, Ä 46.20 ,10635,#N/A,35109,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
KUJTA,14.02.26, Ä 92.40 ,10625,KUJTA,35121,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
KUJTA,14.02.26,,10625,KUJTA,35128,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
BECOLOR,14.02.26, Ä 14.00 ,10619,BECOLOR,16936,M ONE FELGENSILBER,5,Qerimi, Ä 0.15 
BECOLOR,14.02.26,,10619,BECOLOR,31827,M ONE LACK GRUN,2,Qerimi, Ä 0.15 
ALBANI,14.02.26, Ä 92.40 ,10636,#N/A,35109,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
ALBANI,14.02.26,,10636,#N/A,35111,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
MERIS,14.02.26, Ä 20.00 ,10614,MERIS,49644,beMAKER Rostlîser,10,Qerimi, Ä 0.20 
TE ZENA,14.02.26, Ä 46.20 ,10616,TE ZENA,35128,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
YLLI CONSTRUCION,16.02.26, Ä 96.00 ,40017,YLLI CONSTRUCION,35109,M-ONE Sanitar Silikon,12,0, Ä 0.17 
YLLI CONSTRUCION,16.02.26,,40017,YLLI CONSTRUCION,35128,M-ONE Sanitar Silikon,3,0, Ä 0.17 
YLLI CONSTRUCION,16.02.26,,40017,YLLI CONSTRUCION,35113,M-ONE Sanitar Silikon,3,0, Ä 0.17 
YLLI CONSTRUCION,16.02.26,,40017,YLLI CONSTRUCION,35121,M-ONE Sanitar Silikon,6,0, Ä 0.17 
ECM ENGINEERING SH.P.K,16.02.26, Ä 46.00 ,40032,ECM ENGINEERING SH.P.K,35121,M-ONE Sanitar Silikon,10,0, Ä 0.17 
CHE BAR LOUNGE BAR,16.02.26, Ä 40.00 ,10141,CHE BAR LOUNGE BAR,20001,BioBlic Universalreiniger,20,Qerimi, Ä 0.30 
HIDROELDI,16.02.26, Ä 92.40 ,10133,HIDROELDI,35109,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
HIDROELDI,16.02.26,,10133,HIDROELDI,35125,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
ARSIM,16.02.26, Ä 46.20 ,10105,ARSIM,35125,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
KADIJOLLET,16.02.26, Ä 85.20 ,10111,KADIJOLLET,35110,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
KADIJOLLET,16.02.26,,10111,KADIJOLLET,51611,universal akryl,12,Qerimi, Ä 0.06 
KADIJOLLET,16.02.26,,10111,KADIJOLLET,54412,beMAKER Bremsen&Teile Reininger,12,Qerimi, Ä 0.20 
BESI COM,16.02.26, Ä 67.20 ,10103,BESI COM,35121,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
BESI COM,16.02.26,,10103,BESI COM,44001,Fettspray,6,Qerimi, Ä 0.20 
QELA,16.02.26, Ä 92.40 ,10114,QELA,35108,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
QELA,16.02.26,,10114,QELA,35113,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
ARBENI BIOBLIC,16.02.26, Ä 239.00 ,40003,ARBENI BIOBLIC,20001,BioBlic Universalreiniger,140,0, Ä 0.30 
ARBENI BIOBLIC,16.02.26,,40003,ARBENI BIOBLIC,30275,Blic Blic SanitÑrreiniger,40,0, Ä 0.30 
INTERCOM NTP,18.02.26, Ä 183.60 ,10343,INTERCOM NTP,35121,M-ONE Sanitar Silikon,36,Qerimi, Ä 0.17 
INTERCOM NTP,18.02.26,,10343,INTERCOM NTP,51611,universal akryl,36,Qerimi, Ä 0.06 
GLOBAL NT,18.02.26, Ä 153.60 ,10360,#N/A,35108,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
GLOBAL NT,18.02.26,,10360,#N/A,35109,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
GLOBAL NT,18.02.26,,10360,#N/A,35111,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
GLOBAL NT,18.02.26,,10360,#N/A,51611,universal akryl,12,Qerimi, Ä 0.06 
BURIMI,18.02.26, Ä 138.60 ,10330,BURIMI,35111,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
BURIMI,18.02.26,,10330,BURIMI,35113,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
BURIMI,18.02.26,,10330,BURIMI,35121,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
SMIRA,18.02.26, Ä 46.20 ,10352,SMIRA,35109,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
DARDANIA,18.02.26, Ä 92.40 ,10332,DARDANIA,35110,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
DARDANIA,18.02.26,,10332,DARDANIA,35125,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
BEKA-3,18.02.26, Ä 86.40 ,10323,BEKA-3,50912,DICHTUNG,12,Qerimi, Ä 0.20 
EUROSAN,18.02.26, Ä 15.00 ,10304,EUROSAN,51611,universal akryl,12,Qerimi, Ä 0.06 
ERALP,18.02.26, Ä 46.20 ,10308,ERALP,35125,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
ARSIMI,18.02.26, Ä 138.60 ,10258,ARSIMI,35128,M-ONE Sanitar Silikon,36,Qerimi, Ä 0.17 
FORD BASHKIMI,18.02.26, Ä 24.00 ,40002,FORD BASHKIMI,54412,beMAKER Bremsen&Teile Reininger,12,0, Ä 0.20 
YLLI CONSTRUCION,18.02.26, Ä 32.00 ,40017,YLLI CONSTRUCION,35128,M-ONE Sanitar Silikon,5,0, Ä 0.17 
YLLI CONSTRUCION,18.02.26,,40017,YLLI CONSTRUCION,35115,M-ONE Sanitar Silikon,3,0, Ä 0.17 
ARBENI BIOBLIC,18.02.26, Ä 158.00 ,40003,ARBENI BIOBLIC,20001,BioBlic Universalreiniger,80,0, Ä 0.30 
ARBENI BIOBLIC,18.02.26,,40003,ARBENI BIOBLIC,30275,Blic Blic SanitÑrreiniger,50,0, Ä 0.30 
BUJARI Q - BESII,19.02.26, Ä 92.40 ,20609,BUJARI Q - BESII,35109,M-ONE Sanitar Silikon,24,Mensuri, Ä 0.17 
AGROLONDI,19.02.26, Ä 304.80 ,20602,AGROLONDI,35121,M-ONE Sanitar Silikon,60,Mensuri, Ä 0.17 
AGROLONDI,19.02.26,,20602,AGROLONDI,35110,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
AGROLONDI,19.02.26,,20602,AGROLONDI,51612,struktural akryl,12,Mensuri, Ä 0.06 
ILIRI QERAMIKA,19.02.26, Ä 61.20 ,20622,ILIRI QERAMIKA,35109,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
ILIRI QERAMIKA,19.02.26,,20622,ILIRI QERAMIKA,51611,universal akryl,12,Mensuri, Ä 0.06 
DIVA QERAMIKA,19.02.26, Ä 107.40 ,20628,DIVA QERAMIKA,35110,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
DIVA QERAMIKA,19.02.26,,20628,DIVA QERAMIKA,35111,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
DIVA QERAMIKA,19.02.26,,20628,DIVA QERAMIKA,51611,universal akryl,12,Mensuri, Ä 0.06 
UNIKA,19.02.26, Ä 162.00 ,20627,UNIKA,35108,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
UNIKA,19.02.26,,20627,UNIKA,35115,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
UNIKA,19.02.26,,20627,UNIKA,66701,PROFIMONT EXTREME,12,Mensuri, Ä 0.20 
TE-SYLA,19.02.26, Ä 16.00 ,20606,TE-SYLA,50912,DICHTUNG,2,Mensuri, Ä 0.20 
SAN KOS,19.02.26, Ä 92.40 ,10429,SAN KOS,35109,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
SAN KOS,19.02.26,,10429,SAN KOS,35128,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
GRANITI,19.02.26, Ä 184.80 ,10410,GRANITI,35109,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
GRANITI,19.02.26,,10410,GRANITI,35110,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
GRANITI,19.02.26,,10410,GRANITI,35125,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
GRANITI,19.02.26,,10410,GRANITI,35128,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
UNIVERZAL,19.02.26, Ä 92.40 ,10413,UNIVERZAL,35110,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
UNIVERZAL,19.02.26,,10413,UNIVERZAL,35113,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
GRANITI,19.02.26, Ä 92.40 ,10410,GRANITI,35125,M-ONE Sanitar Silikon,24,Qerimi, Ä 0.17 
BEKA,20.02.26, Ä 46.20 ,10539,BEKA,35111,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
REAL COLOR 2,20.02.26, Ä 113.40 ,10507,REAL COLOR 2,44001,Fettspray,6,Qerimi, Ä 0.20 
REAL COLOR 2,20.02.26,,10507,REAL COLOR 2,35115,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
REAL COLOR 2,20.02.26,,10507,REAL COLOR 2,35125,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
ZAIMI,20.02.26, Ä 46.20 ,10547,#N/A,35128,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
CARRALEVA 1,20.02.26, Ä 138.60 ,10504,CARRALEVA 1,35109,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
CARRALEVA 1,20.02.26,,10504,CARRALEVA 1,35110,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
CARRALEVA 1,20.02.26,,10504,CARRALEVA 1,35113,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
REAL COLOR 2,20.02.26, Ä 46.20 ,10507,REAL COLOR 2,35110,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
PROCOM,20.02.26, Ä 92.40 ,10502,PROCOM,35121,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
PROCOM,20.02.26,,10502,PROCOM,35113,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
RACI,20.02.26, Ä 138.60 ,20501,RACI,35111,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
RACI,20.02.26,,20501,RACI,35121,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
RACI,20.02.26,,20501,RACI,35128,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
LIRIDONA KLINE,20.02.26, Ä 184.80 ,20511,LIRIDONA KLINE,35109,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
LIRIDONA KLINE,20.02.26,,20511,LIRIDONA KLINE,35110,M-ONE Sanitar Silikon,24,Mensuri, Ä 0.17 
LIRIDONA KLINE,20.02.26,,20511,LIRIDONA KLINE,35128,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
LIRIDONA HOME,20.02.26, Ä 92.40 ,20508,LIRIDONA HOME,35110,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
LIRIDONA HOME,20.02.26,,20508,LIRIDONA HOME,35113,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
BERATI A.P. (1),20.02.26, Ä 40.00 ,20513,BERATI A.P. (1),50912,DICHTUNG,5,Mensuri, Ä 0.20 
BYTYQI-V,20.02.26, Ä 129.60 ,20510,BYTYQI-V,66701,PROFIMONT EXTREME,12,Mensuri, Ä 0.20 
BYTYQI-V,20.02.26,,20510,BYTYQI-V,51611,universal akryl,48,Mensuri, Ä 0.06 
TE BENI,20.02.26, Ä 231.00 ,20407,TE BENI,35110,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
TE BENI,20.02.26,,20407,TE BENI,35111,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
TE BENI,20.02.26,,20407,TE BENI,35114,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
TE BENI,20.02.26,,20407,TE BENI,35121,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
TE BENI,20.02.26,,20407,TE BENI,35125,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
MEGI,20.02.26, Ä 28.80 ,20406,MEGI,29802,beMaker Handwaschpaste,4,Mensuri, Ä 0.10 
MEGI,20.02.26,,20406,MEGI,49644,beMAKER Rostlîser,11,Mensuri, Ä 0.20 
AGROLONDI,21.02.26, Ä 92.40 ,20602,AGROLONDI,35110,M-ONE Sanitar Silikon,24,Mensuri, Ä 0.17 
HIDRO DANI,21.02.26, Ä 115.00 ,20630,HIDRO DANI,35110,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
HIDRO DANI,21.02.26,,20630,HIDRO DANI,66701,PROFIMONT EXTREME,12,Mensuri, Ä 0.20 
ALFA-QERAMIKA,21.02.26, Ä 92.40 ,20604,ALFA-QERAMIKA,35113,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
ALFA-QERAMIKA,21.02.26,,20604,ALFA-QERAMIKA,35121,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
LONI,21.02.26, Ä 138.60 ,20608,LONI,35111,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
LONI,21.02.26,,20608,LONI,35115,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
LONI,21.02.26,,20608,LONI,35121,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
TE-LUTA,21.02.26, Ä 92.40 ,20611,TE-LUTA,35109,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
TE-LUTA,21.02.26,,20611,TE-LUTA,35128,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
F.V. SH.P.K. ,21.02.26, Ä 162.30 ,20607,F.V. SH.P.K. ,35109,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
F.V. SH.P.K. ,21.02.26,,20607,F.V. SH.P.K. ,35121,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
F.V. SH.P.K. ,21.02.26,,20607,F.V. SH.P.K. ,26736,M ONE HAFTGRUND,6,Mensuri, Ä 0.15 
F.V. SH.P.K. ,21.02.26,,20607,F.V. SH.P.K. ,50912,DICHTUNG,7,Mensuri, Ä 0.20 
F.V. SH.P.K. ,21.02.26,,20607,F.V. SH.P.K. ,55718,M ONE MOTORSTART,3,Mensuri, Ä 0.20 
AS QERAMIKA,21.02.26, Ä 554.40 ,20614,AS QERAMIKA,35113,M-ONE Sanitar Silikon,96,Mensuri, Ä 0.17 
AS QERAMIKA,21.02.26,,20614,AS QERAMIKA,35128,M-ONE Sanitar Silikon,48,Mensuri, Ä 0.17 
BULONI - SH,21.02.26, Ä 110.40 ,20624,BULONI - SH,35110,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
BULONI - SH,21.02.26,,20624,BULONI - SH,35128,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
BULONI - SH,21.02.26,,20624,BULONI - SH,31822,M ONE GOLD SPRAY,12,Mensuri, Ä 0.15 
TE ZENA,21.02.26, Ä 46.20 ,10616,TE ZENA,35121,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
ALBANI,21.02.26, Ä 21.00 ,10637,#N/A,44001,Fettspray,6,Qerimi, Ä 0.20 
ALBANI,21.02.26,,10635,#N/A,35128,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
ALBANI,21.02.26,,10635,#N/A,35109,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
TE KELA,21.02.26, Ä 46.00 ,10613,TE KELA,50912,DICHTUNG,5,Qerimi, Ä 0.20 
TE KELA,21.02.26,,10613,TE KELA,49644,beMAKER Rostlîser,5,Qerimi, Ä 0.20 
ALBANI,21.02.26, Ä 92.40 ,10636,#N/A,35110,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
ALBANI,21.02.26,,10636,#N/A,35125,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
KUJTA,21.02.26, Ä 46.20 ,10625,KUJTA,35108,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
HIDROELDI,23.02.26, Ä 92.40 ,10133,HIDROELDI,35109,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
HIDROELDI,23.02.26,,10133,HIDROELDI,35113,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
JETARI,23.02.26, Ä 46.20 ,10104,JETARI,35110,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
KADIJOLLET,23.02.26, Ä 138.60 ,10111,KADIJOLLET,35128,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
KADIJOLLET,23.02.26,,10111,KADIJOLLET,35121,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
KADIJOLLET,23.02.26,,10111,KADIJOLLET,35125,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
QELA,23.02.26, Ä 39.50 ,10114,QELA,49644,beMAKER Rostlîser,4,Qerimi, Ä 0.20 
QELA,23.02.26,,10114,QELA,44001,Fettspray,2,Qerimi, Ä 0.20 
QELA,23.02.26,,10114,QELA,55718,M ONE MOTORSTART,7,Qerimi, Ä 0.20 
BESI COM,23.02.26, Ä 46.20 ,10103,BESI COM,35119,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
KENA COMERC,23.02.26, Ä 184.80 ,20109,KENA COMERC,35111,M-ONE Sanitar Silikon,24,Mensuri, Ä 0.17 
KENA COMERC,23.02.26,,20109,KENA COMERC,35115,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
KENA COMERC,23.02.26,,20109,KENA COMERC,35110,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
KUQI-LKW,23.02.26, Ä 89.40 ,20102,KUQI-LKW,50912,DICHTUNG,7,Mensuri, Ä 0.20 
KUQI-LKW,23.02.26,,20102,KUQI-LKW,55718,M ONE MOTORSTART,6,Mensuri, Ä 0.20 
KUQI-LKW,23.02.26,,20102,KUQI-LKW,49644,beMAKER Rostlîser,9,Mensuri, Ä 0.20 
TERMO PROJEKT,23.02.26, Ä 69.60 ,20127,TERMO PROJEKT,66701,PROFIMONT EXTREME,12,Mensuri, Ä 0.20 
LULI-C,23.02.26, Ä 254.40 ,20126,LULI-C,35109,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
LULI-C,23.02.26,,20126,LULI-C,35113,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
LULI-C,23.02.26,,20126,LULI-C,35114,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
LULI-C,23.02.26,,20126,LULI-C,35121,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
LULI-C,23.02.26,,20126,LULI-C,66701,PROFIMONT EXTREME,12,Mensuri, Ä 0.20 
CAMA BAU,23.02.26, Ä 138.60 ,20121,CAMA BAU,35109,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
CAMA BAU,23.02.26,,20121,CAMA BAU,35119,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
CAMA BAU,23.02.26,,20121,CAMA BAU,35121,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
KTHIMI,23.02.26, Ä 138.60 ,20104,KTHIMI,35113,M-ONE Sanitar Silikon,24,Mensuri, Ä 0.17 
KTHIMI,23.02.26,,20104,KTHIMI,35108,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
ENESI,23.02.26, Ä 92.40 ,20130,ENESI,35110,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
ENESI,23.02.26,,20130,ENESI,35128,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
YLLI CONSTRUCION,23.02.26, Ä 52.00 ,40017,YLLI CONSTRUCION,35109,M-ONE Sanitar Silikon,12,0, Ä 0.17 
YLLI CONSTRUCION,23.02.26,,40017,YLLI CONSTRUCION,35115,M-ONE Sanitar Silikon,1,0, Ä 0.17 
ARBENI BIOBLIC,23.02.26, Ä 252.50 ,40003,ARBENI BIOBLIC,20001,BioBlic Universalreiniger,150,0, Ä 0.30 
ARBENI BIOBLIC,23.02.26,,40003,ARBENI BIOBLIC,30275,Blic Blic SanitÑrreiniger,40,0, Ä 0.30 
ARBENI BIOBLIC,23.02.26,,40003,ARBENI BIOBLIC,39505,M ONE SILIKON SPRAY,5,0, Ä 0.20 
FORD BASHKIMI,23.02.26, Ä 8.50 ,40002,FORD BASHKIMI,50912,DICHTUNG,1,0, Ä 0.20 
TAULANTI,24.02.26, Ä 92.40 ,10250,#N/A,35108,M-ONE Sanitar Silikon,24,Qerimi, Ä 0.17 
JETA DUHEL,24.02.26, Ä 46.20 ,10230,JETA DUHEL,35121,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
XHAFA,24.02.26, Ä 206.40 ,10205,XHAFA,35109,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
XHAFA,24.02.26,,10205,XHAFA,35121,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
XHAFA,24.02.26,,10205,XHAFA,35113,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
XHAFA,24.02.26,,10205,XHAFA,35128,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
XHAFA,24.02.26,,10205,XHAFA,50912,DICHTUNG,3,Qerimi, Ä 0.20 
TE BESNIKU,24.02.26, Ä 106.00 ,10201,TE BESNIKU,29802,beMaker Handwaschpaste,8,Qerimi, Ä 0.10 
